?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0001796>	"VHOG:0000548"
<http://purl.obolibrary.org/obo/UBERON_0001796>	"ZFA:0005564"
<http://purl.obolibrary.org/obo/UBERON_0001796>	"MESH:D001082"
<http://purl.obolibrary.org/obo/UBERON_0001796>	<http://linkedlifedata.com/resource/umls/id/C0003662>
<http://purl.obolibrary.org/obo/UBERON_0001796>	"FMA:58819"
<http://purl.obolibrary.org/obo/UBERON_0001796>	"UMLS:C0003662"
<http://purl.obolibrary.org/obo/UBERON_0001796>	"EHDAA:10196"
<http://purl.obolibrary.org/obo/UBERON_0001796>	"OpenCyc:Mx4rvdGd-5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001796>	"GAID:890"
<http://purl.obolibrary.org/obo/UBERON_0001796>	"EHDAA2:0000139"
<http://purl.obolibrary.org/obo/UBERON_0001796>	"SCTID:280587006"
<http://purl.obolibrary.org/obo/UBERON_0001796>	"Wikipedia:Aqueous_humor"
<http://purl.obolibrary.org/obo/UBERON_0000170>	"OpenCyc:Mx4rvVjKy5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000170>	"FMA:68877"
<http://purl.obolibrary.org/obo/CL_0000255>	"MESH:D005057"
<http://purl.obolibrary.org/obo/UBERON_0001919>	"VHOG:0001216"
<http://purl.obolibrary.org/obo/UBERON_0001919>	"UMLS:C1179027"
<http://purl.obolibrary.org/obo/UBERON_0001919>	"AAO:0011110"
<http://purl.obolibrary.org/obo/UBERON_0001919>	<http://linkedlifedata.com/resource/umls/id/C1179027>
<http://purl.obolibrary.org/obo/UBERON_0001919>	"EMAPA:36288"
<http://purl.obolibrary.org/obo/UBERON_0001919>	"NCIT:C49317"
<http://purl.obolibrary.org/obo/UBERON_0001919>	"BTO:0004756"
<http://purl.obolibrary.org/obo/UBERON_0001919>	"XAO:0000358"
<http://purl.obolibrary.org/obo/UBERON_0001919>	"MA:0000712"
<http://purl.obolibrary.org/obo/UBERON_0001919>	"FMA:62118"
<http://purl.obolibrary.org/obo/UBERON_0004151>	"OpenCyc:Mx4rmexpjPdAEduAAAAOpmP6tw"
<http://purl.obolibrary.org/obo/UBERON_0004151>	"FMA:7095"
<http://purl.obolibrary.org/obo/UBERON_0004151>	<http://www.snomedbrowser.com/Codes/Details/276456008>
<http://purl.obolibrary.org/obo/UBERON_0004151>	"SCTID:276456008"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"AEO:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"AAO:0010268"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"CARO:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"EHDAA2:0003040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"TAO:0000382"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"FMA:63863"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"HAO:0000040"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"XAO:0003162"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"ZFA:0000382"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"FBbt:00007013"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"TGMA:0001841"
<http://purl.obolibrary.org/obo/UBERON_0000476>	"BILA:0000040"
<http://purl.obolibrary.org/obo/UBERON_0003371>	"VHOG:0001048"
<http://purl.obolibrary.org/obo/UBERON_0003371>	"EMAPA:16780"
<http://purl.obolibrary.org/obo/UBERON_0003371>	"EHDAA2:0001034"
<http://purl.obolibrary.org/obo/UBERON_0009583>	"VHOG:0000911"
<http://purl.obolibrary.org/obo/UBERON_0009583>	"EMAPA:17580"
<http://purl.obolibrary.org/obo/UBERON_0004702>	"MA:0001805"
<http://purl.obolibrary.org/obo/UBERON_0004702>	"EMAPA:35732"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"MAT:0000242"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"AAO:0010359"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"EHDAA:571"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"MESH:A16.254.160"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"VHOG:0000155"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"GAID:1292"
<http://purl.obolibrary.org/obo/UBERON_0002539>	<http://en.wikipedia.org/wiki/Pharyngeal_arch>
<http://purl.obolibrary.org/obo/UBERON_0002539>	"EFO:0000959"
<http://purl.obolibrary.org/obo/UBERON_0002539>	<http://linkedlifedata.com/resource/umls/id/C0080322>
<http://purl.obolibrary.org/obo/UBERON_0002539>	"ZFA:0001306"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"UMLS:C0080322"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"XAO:0000096"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"TAO:0001306"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"NCIT:C34249"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"BTO:0001785"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"EMAPA:16117"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"FMA:293015"
<http://purl.obolibrary.org/obo/UBERON_0002539>	<http://www.snomedbrowser.com/Codes/Details/308766004>
<http://purl.obolibrary.org/obo/UBERON_0002539>	"MIAA:0000242"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"SCTID:308766004"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"MESH:D001934"
<http://purl.obolibrary.org/obo/UBERON_0002539>	"Wikipedia:Pharyngeal_arch"
<http://purl.obolibrary.org/obo/UBERON_0000409>	"EMAPA:37950"
<http://purl.obolibrary.org/obo/UBERON_0000409>	"BTO:0001837"
<http://purl.obolibrary.org/obo/UBERON_0000409>	"FMA:62889"
<http://purl.obolibrary.org/obo/UBERON_0000409>	<http://en.wikipedia.org/wiki/Serous_gland>
<http://purl.obolibrary.org/obo/UBERON_0000409>	"Wikipedia:Serous_gland"
<http://purl.obolibrary.org/obo/CHEBI_25555>	"WebElements:N"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"MAT:0000297"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"CALOHA:TS-2045"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"BTO:0000420"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"UMLS:C0027530"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"EHDAA2:0003108"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"EFO:0000967"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"AEO:0000108"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"galen:Neck"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"MIAA:0000297"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"NCIT:C13063"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"MA:0000024"
<http://purl.obolibrary.org/obo/UBERON_0000974>	<http://linkedlifedata.com/resource/umls/id/C0027530>
<http://purl.obolibrary.org/obo/UBERON_0000974>	"GAID:86"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"MESH:D009333"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"FMA:7155"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"EMAPA:35587"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"OpenCyc:Mx4rvVjLF5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0000974>	<http://en.wikipedia.org/wiki/Neck>
<http://purl.obolibrary.org/obo/UBERON_0000974>	<http://www.snomedbrowser.com/Codes/Details/302550007>
<http://purl.obolibrary.org/obo/UBERON_0000974>	"Wikipedia:Neck"
<http://purl.obolibrary.org/obo/UBERON_0000974>	"SCTID:302550007"
<http://purl.obolibrary.org/obo/UBERON_0009030>	"UMLS:C0226670"
<http://purl.obolibrary.org/obo/UBERON_0009030>	<http://linkedlifedata.com/resource/umls/id/C0226670>
<http://purl.obolibrary.org/obo/UBERON_0009030>	"MA:0002207"
<http://purl.obolibrary.org/obo/UBERON_0009030>	<http://www.snomedbrowser.com/Codes/Details/304057004>
<http://purl.obolibrary.org/obo/UBERON_0009030>	"EMAPA:37165"
<http://purl.obolibrary.org/obo/UBERON_0009030>	"NCIT:C48946"
<http://purl.obolibrary.org/obo/UBERON_0009030>	"SCTID:304057004"
<http://purl.obolibrary.org/obo/UBERON_0006914>	<http://linkedlifedata.com/resource/umls/id/C0221909>
<http://purl.obolibrary.org/obo/UBERON_0006914>	<http://en.wikipedia.org/wiki/Squamous_epithelium>
<http://purl.obolibrary.org/obo/UBERON_0006914>	"BTO:0002072"
<http://purl.obolibrary.org/obo/UBERON_0006914>	"UMLS:C0221909"
<http://purl.obolibrary.org/obo/UBERON_0006914>	<http://www.snomedbrowser.com/Codes/Details/40118003>
<http://purl.obolibrary.org/obo/UBERON_0006914>	"NCIT:C12848"
<http://purl.obolibrary.org/obo/UBERON_0006914>	"SCTID:40118003"
<http://purl.obolibrary.org/obo/UBERON_0006914>	"Wikipedia:Squamous_epithelium"
<http://purl.obolibrary.org/obo/UBERON_0005866>	"EMAPA:32736"
<http://purl.obolibrary.org/obo/UBERON_0005866>	"AEO:0000150"
<http://purl.obolibrary.org/obo/UBERON_0005866>	"EHDAA2:0003150"
<http://purl.obolibrary.org/obo/GO_0048609>	"Reactome:R-HSA-1474165"
<http://purl.obolibrary.org/obo/UBERON_0014793>	"EMAPA:37861"
<http://purl.obolibrary.org/obo/UBERON_0014793>	"FMA:71296"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"OpenCyc:Mx4rv2kf-5wpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"galen:Muscle"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"VHOG:0001245"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"EMAPA:37474"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"ZFA:0005145"
<http://purl.obolibrary.org/obo/UBERON_0001630>	<http://www.snomedbrowser.com/Codes/Details/71616004>
<http://purl.obolibrary.org/obo/UBERON_0001630>	"GAID:131"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"MA:0000015"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"EMAPA:32715"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"EV:0100146"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"AAO:0011066"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"XAO:0000172"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"FMA:5022"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"TAO:0005145"
<http://purl.obolibrary.org/obo/UBERON_0001630>	"SCTID:71616004"
<http://purl.obolibrary.org/obo/UBERON_0005316>	"FMA:83596"
<http://purl.obolibrary.org/obo/UBERON_0004522>	"FMA:239607"
<http://purl.obolibrary.org/obo/PATO_0001018>	"Wikipedia:Physical_property"
<http://purl.obolibrary.org/obo/CL_0000514>	"FMA:84798"
<http://purl.obolibrary.org/obo/CL_0000514>	"https://cellxgene.cziscience.com/cellguide/CL_0000514"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EV:0100371"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"NCIT:C12466"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"MA:0000217"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EMAPA:32808"
<http://purl.obolibrary.org/obo/UBERON_0001021>	<http://linkedlifedata.com/resource/umls/id/C0027740>
<http://purl.obolibrary.org/obo/UBERON_0001021>	"TAO:0007009"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EHDAA:3776"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EHDAA:4657"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"MESH:D010525"
<http://purl.obolibrary.org/obo/UBERON_0001021>	<http://www.snomedbrowser.com/Codes/Details/256864008>
<http://purl.obolibrary.org/obo/UBERON_0001021>	<http://en.wikipedia.org/wiki/Nervous_system>
<http://purl.obolibrary.org/obo/UBERON_0001021>	"BIRNLEX:1615"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"NCIT:C12768"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"NLX:147826"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"XAO:0003047"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"FMA:65132"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"FMA:65239"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"BSA:0000098"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"GAID:747"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"MA:0000228"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"BTO:0001027"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"BAMS:n"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EMAPA:32815"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"XAO:0000204"
<http://purl.obolibrary.org/obo/UBERON_0001021>	<http://www.snomedbrowser.com/Codes/Details/244457007>
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EHDAA:2851"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"GAID:758"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"EHDAA2:0003137"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"FBbt:00005105"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"AEO:0000137"
<http://purl.obolibrary.org/obo/UBERON_0001021>	<http://linkedlifedata.com/resource/umls/id/C0031119>
<http://purl.obolibrary.org/obo/UBERON_0001021>	"UMLS:C0031119"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"galen:Nerve"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"VHOG:0000901"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"BTO:0000925"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"UMLS:C0027740"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"ZFA:0007009"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"CALOHA:TS-0772"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"AAO:0011070"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"OpenCyc:Mx4rwP3lkpwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"SCTID:244457007"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"SCTID:256864008"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"Wikipedia:Nervous_system"
<http://purl.obolibrary.org/obo/UBERON_0007592>	"FMA:64798"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"TAO:0000082"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"MIAA:0000037"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"CALOHA:TS-1108"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"UMLS:C0042449"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"BTO:0000234"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"EV:0100031"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"NCIT:C12814"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"EHDAA2:0003254"
<http://purl.obolibrary.org/obo/UBERON_0001638>	<http://en.wikipedia.org/wiki/Vein>
<http://purl.obolibrary.org/obo/UBERON_0001638>	<http://linkedlifedata.com/resource/umls/id/C0042449>
<http://purl.obolibrary.org/obo/UBERON_0001638>	<http://www.snomedbrowser.com/Codes/Details/181367001>
<http://purl.obolibrary.org/obo/UBERON_0001638>	"GAID:492"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"ZFA:0000082"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"galen:Vein"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"MAT:0000037"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"OpenCyc:Mx4rvVjkWpwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"EMAPA:35906"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"FMA:50723"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"EFO:0000816"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"MESH:D014680"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"XAO:0000115"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"MA:0000067"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"AEO:0000209"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"VHOG:0001743"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"AAO:0010212"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"SCTID:181367001"
<http://purl.obolibrary.org/obo/UBERON_0001638>	"Wikipedia:Vein"
<http://purl.obolibrary.org/obo/UBERON_0003852>	"EMAPA:35747"
<http://purl.obolibrary.org/obo/UBERON_0003852>	"VHOG:0001210"
<http://purl.obolibrary.org/obo/UBERON_0003852>	"TAO:0007063"
<http://purl.obolibrary.org/obo/UBERON_0003852>	"ZFA:0007063"
<http://purl.obolibrary.org/obo/UBERON_0003852>	"EHDAA:362"
<http://purl.obolibrary.org/obo/UBERON_0003852>	"EHDAA2:0001628"
<http://purl.obolibrary.org/obo/UBERON_0011824>	"FMA:75634"
<http://purl.obolibrary.org/obo/UBERON_0011824>	<http://www.snomedbrowser.com/Codes/Details/363130003>
<http://purl.obolibrary.org/obo/UBERON_0011824>	"SCTID:363130003"
<http://purl.obolibrary.org/obo/UBERON_0036186>	"FMA:83520"
<http://purl.obolibrary.org/obo/UBERON_0003294>	"VHOG:0000650"
<http://purl.obolibrary.org/obo/UBERON_0003294>	"EHDAA2:0000567"
<http://purl.obolibrary.org/obo/UBERON_0003294>	"EMAPA:16557"
<http://purl.obolibrary.org/obo/UBERON_0003294>	"EHDAA:950"
<http://purl.obolibrary.org/obo/UBERON_0005662>	"EMAPA:16762"
<http://purl.obolibrary.org/obo/UBERON_0005662>	"EHDAA2:0004032"
<http://purl.obolibrary.org/obo/UBERON_0005662>	"EMAPA:16768"
<http://purl.obolibrary.org/obo/UBERON_0005662>	"VHOG:0001095"
<http://purl.obolibrary.org/obo/UBERON_0005662>	"EMAPA:16764"
<http://purl.obolibrary.org/obo/UBERON_0005662>	"RETIRED_EHDAA2:0000094"
<http://purl.obolibrary.org/obo/UBERON_0004356>	"ZFA:0001702"
<http://purl.obolibrary.org/obo/UBERON_0004356>	"XAO:0004121"
<http://purl.obolibrary.org/obo/UBERON_0004356>	"EMAPA:32744"
<http://purl.obolibrary.org/obo/UBERON_0004356>	<http://linkedlifedata.com/resource/umls/id/C1516037>
<http://purl.obolibrary.org/obo/UBERON_0004356>	"NCIT:C34109"
<http://purl.obolibrary.org/obo/UBERON_0004356>	<http://en.wikipedia.org/wiki/Apical_ectodermal_ridge>
<http://purl.obolibrary.org/obo/UBERON_0004356>	"UMLS:C1516037"
<http://purl.obolibrary.org/obo/UBERON_0004356>	"AAO:0010760"
<http://purl.obolibrary.org/obo/UBERON_0004356>	"TAO:0002146"
<http://purl.obolibrary.org/obo/UBERON_0004356>	"Wikipedia:Apical_ectodermal_ridge"
<http://purl.obolibrary.org/obo/UBERON_0013686>	"FMA:9338"
<http://purl.obolibrary.org/obo/UBERON_0034995>	"EMAPA:35454"
<http://purl.obolibrary.org/obo/UBERON_0034995>	"EMAPA:32907"
<http://purl.obolibrary.org/obo/GO_0043227>	"NIF_Subcellular:sao414196390"
<http://purl.obolibrary.org/obo/UBERON_0007098>	"ZFA:0007064"
<http://purl.obolibrary.org/obo/UBERON_0007098>	"XAO:0000024"
<http://purl.obolibrary.org/obo/UBERON_0007098>	"TAO:0007064"
<http://purl.obolibrary.org/obo/UBERON_0010339>	"EHDAA2:0000036"
<http://purl.obolibrary.org/obo/UBERON_0016522>	"FMA:11359"
<http://purl.obolibrary.org/obo/UBERON_0016522>	"EMAPA:26020"
<http://purl.obolibrary.org/obo/UBERON_0000064>	"EFO:0000635"
<http://purl.obolibrary.org/obo/UBERON_0000064>	<http://www.snomedbrowser.com/Codes/Details/91717005>
<http://purl.obolibrary.org/obo/UBERON_0000064>	"AAO:0011124"
<http://purl.obolibrary.org/obo/UBERON_0000064>	"BIRNLEX:16"
<http://purl.obolibrary.org/obo/UBERON_0000064>	<http://www.snomedbrowser.com/Codes/Details/113343008>
<http://purl.obolibrary.org/obo/UBERON_0000064>	"FMA:82472"
<http://purl.obolibrary.org/obo/UBERON_0000064>	"SCTID:113343008"
<http://purl.obolibrary.org/obo/UBERON_0000064>	"SCTID:91717005"
<http://purl.obolibrary.org/obo/UBERON_0002523>	"NCIT:C33820"
<http://purl.obolibrary.org/obo/UBERON_0002523>	"MESH:D017539"
<http://purl.obolibrary.org/obo/UBERON_0002523>	"EMAPA:36297"
<http://purl.obolibrary.org/obo/UBERON_0002523>	<http://www.snomedbrowser.com/Codes/Details/87483006>
<http://purl.obolibrary.org/obo/UBERON_0002523>	"UMLS:C0162864"
<http://purl.obolibrary.org/obo/UBERON_0002523>	<http://linkedlifedata.com/resource/umls/id/C0162864>
<http://purl.obolibrary.org/obo/UBERON_0002523>	"BTO:0002012"
<http://purl.obolibrary.org/obo/UBERON_0002523>	"FMA:55589"
<http://purl.obolibrary.org/obo/UBERON_0002523>	<http://en.wikipedia.org/wiki/Tunica_intima>
<http://purl.obolibrary.org/obo/UBERON_0002523>	"MA:0002861"
<http://purl.obolibrary.org/obo/UBERON_0002523>	"GAID:523"
<http://purl.obolibrary.org/obo/UBERON_0002523>	<http://www.snomedbrowser.com/Codes/Details/8361002>
<http://purl.obolibrary.org/obo/UBERON_0002523>	"SCTID:8361002"
<http://purl.obolibrary.org/obo/UBERON_0002523>	"Wikipedia:Tunica_intima"
<http://purl.obolibrary.org/obo/UBERON_0002523>	"SCTID:87483006"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"FMA:20110"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"MAT:0000015"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"XAO:0003049"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"EHDAA2:0003120"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"MIAA:0000015"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"VHOG:0001284"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"TAO:0002134"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"AAO:0000001"
<http://purl.obolibrary.org/obo/UBERON_0001013>	<http://en.wikipedia.org/wiki/Adipose_tissue>
<http://purl.obolibrary.org/obo/UBERON_0001013>	"OpenCyc:Mx4rvVjc_ZwpEbGdrcN5Y29ycA"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"NCIT:C12472"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"MA:0000009"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"ZFA:0005345"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"EV:0100381"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"GAID:920"
<http://purl.obolibrary.org/obo/UBERON_0001013>	<http://www.snomedbrowser.com/Codes/Details/55603005>
<http://purl.obolibrary.org/obo/UBERON_0001013>	"AEO:000020"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"EMAPA:35112"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"MESH:D000273"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"UMLS:C0001527"
<http://purl.obolibrary.org/obo/UBERON_0001013>	<http://linkedlifedata.com/resource/umls/id/C0001527>
<http://purl.obolibrary.org/obo/UBERON_0001013>	"EFO:0000790"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"CALOHA:TS-0013"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"BTO:0001487"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"galen:FattyTissue"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"Wikipedia:Adipose_tissue"
<http://purl.obolibrary.org/obo/UBERON_0001013>	"SCTID:55603005"
<http://purl.obolibrary.org/obo/UBERON_0003099>	"AAO:0010580"
<http://purl.obolibrary.org/obo/UBERON_0003099>	"XAO:0001001"
<http://purl.obolibrary.org/obo/UBERON_0003099>	"TAO:0001194"
<http://purl.obolibrary.org/obo/UBERON_0003099>	"EHDAA2:0004420"
<http://purl.obolibrary.org/obo/UBERON_0003099>	"EMAPA:16091"
<http://purl.obolibrary.org/obo/UBERON_0003099>	"ZFA:0001194"
<http://purl.obolibrary.org/obo/UBERON_0003099>	"VHOG:0000063"
<http://purl.obolibrary.org/obo/UBERON_0003099>	<http://en.wikipedia.org/wiki/Cranial_neural_crest>
<http://purl.obolibrary.org/obo/UBERON_0003099>	"EFO:0003645"
<http://purl.obolibrary.org/obo/UBERON_0003099>	"Wikipedia:Cranial_neural_crest"
<http://purl.obolibrary.org/obo/UBERON_0005598>	"AAO:0010385"
<http://purl.obolibrary.org/obo/UBERON_0005598>	"EMAPA:16184"
<http://purl.obolibrary.org/obo/UBERON_0005598>	"XAO:0000314"
<http://purl.obolibrary.org/obo/UBERON_0005598>	"EHDAA2:0003438"
<http://purl.obolibrary.org/obo/GO_0030097>	"Wikipedia:Haematopoiesis"
<http://purl.obolibrary.org/obo/GO_2000145>	"Reactome:R-HSA-6785631"
